"Seller Group","Supplier","Date","Reference","Customer code","Customer name","Physical_Address1","Physical_Address2","Physical_Address3","Physical_Address4","Deliver1","Deliver2","Deliver3","Deliver4","Telephone","Product code","Product description","Quantity","Value","Rep"
"ALL Other","Diplomat",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","C677150","Cadbury Top Deck Slab 80g 1x12",1,235.73,17
"ALL Other","Vapes",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","TROB007","Tropic Bar 900 Puff Blue/Razz/Lemon",1,713,17
"ALL Other","Biltong",23/07/2025,"IN-422500","P3982","BA TAU INVESTMENTS (CAD)","6 KERK STR","POLOKWANE","","","C/O D2537&D4140 FRAKFAT FARM","BURGERSFORT","","","082 424 3251","ZT203","Taki Sliced P/Peri 20x50g",1,545.70,17
"Sasol","Mageu",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","MA004","Mageu  Mabele  10x500ml",2,206.72,17
"Sasol","Mageu",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","MA013","Mageu  Mabele 10x1lt",2,296.46,17
"Sasol","The Beverage Co",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","P5500107","Super C Can Apple 6x4x500ml",3,465.51,17
"Sasol","The Beverage Co",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","P5500109","Super C Can Mixed Berry 6x4x500ml",4,620.68,17
"Sasol","The Beverage Co",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","P660185","Super C Org Sparkling Glucose 6x4x500ml",5,775.85,17
"Sasol","Snack a Juice",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","SJ203","Snack a Juice Mango S/C 100% 24x500ml",1,343.92,17
"Sasol","Snack a Juice",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","SJ208","Snack a Juice Cranb S/C 100% 24x500ml",1,343.92,17
"Sasol","Waterberg NEW",23/07/2025,"IN-422501","P2163","SASOL S/POORT EVEN GRAND TRAD.(2,5%)(I)","P. O. Box 818","Tzaneen","0850","","Main Street","","Steelpoort","0850","015 230 9773 THOMAS","WBNEW1.5L","W/B Spring Water Still 12x1,5L",13,1356.52,17
"ALL Other","Waterberg",23/07/2025,"IN-422502","P321","CHEAP CHEAP (3%) (7 D -I)","P.O Box 132","Burgersfort","","1150","38 Dirk Winterbach Street","","Burgersfort","1150","013 231 7764","GO-WB5","W/Berg Still 1x5lt each",20,304.35,17
"ALL Other","The Beverage Co",23/07/2025,"IN-422502","P321","CHEAP CHEAP (3%) (7 D -I)","P.O Box 132","Burgersfort","","1150","38 Dirk Winterbach Street","","Burgersfort","1150","013 231 7764","P861301","Pepsi Cola Pet 12x500ml",1,109,17
"ALL Other","The Beverage Co",23/07/2025,"IN-422502","P321","CHEAP CHEAP (3%) (7 D -I)","P.O Box 132","Burgersfort","","1150","38 Dirk Winterbach Street","","Burgersfort","1150","013 231 7764","P861302","Pepsi Max Pet 12x500ml",1,109,17
"ALL Other","Waterberg NEW",23/07/2025,"IN-422502","P321","CHEAP CHEAP (3%) (7 D -I)","P.O Box 132","Burgersfort","","1150","38 Dirk Winterbach Street","","Burgersfort","1150","013 231 7764","WBNEW1.5L","W/B Spring Water Still 12x1,5L",13,1356.52,17
"ALL Other","Waterberg NEW",23/07/2025,"IN-422502","P321","CHEAP CHEAP (3%) (7 D -I)","P.O Box 132","Burgersfort","","1150","38 Dirk Winterbach Street","","Burgersfort","1150","013 231 7764","WBNEW750","W/B Spring Water Still 12x750ml",13,1194.78,17
